Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1601,1593,1569,1587,1597,1620,1623,1606
B1,1561,1564,1518,1539,1516,1526,1561,1566
B2,1602,1597,1489,1536,1581,1551,1541,1610
B3,1570,1543,1627,3676,1569,1505,1559,1497
B4,1545,1528,1537,1533,1546,1542,1537,1578
B5,1635,1558,1633,1588,1569,1605,1572,1553
B6,1572,1539,1564,1545,1547,3691,1535,1577
B7,1556,1582,1549,1557,1543,1528,1578,1550
B8,1591,426,1555,1605,1607,1596,1577,1616
B9,3433,1494,1515,1520,1506,1505,1535,1530
B10,1550,1588,1555,1536,1544,1533,1523,1544
B11,1581,1660,1603,1648,1623,1553,1636,1618
B12,1617,1668,1533,1589,1562,1561,1550,1633
B13,1573,1530,435,1609,1572,1528,1552,1509
B14,1612,1568,1560,1569,1616,1593,1610,1524
B15,1547,1598,1613,1570,1625,1567,1633,1601
