Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,966,977,926,954,995,961,960,951
B1,911,908,899,918,898,911,909,921
B2,938,932,908,924,935,926,915,933
B3,999,988,1022,1339,973,952,994,1032
B4,976,933,966,984,970,963,965,982
B5,947,930,939,956,918,948,932,915
B6,997,954,993,976,969,1324,946,997
B7,978,967,944,967,938,974,964,953
B8,917,430,925,957,956,913,919,950
B9,1182,932,965,944,952,970,961,957
B10,922,928,923,924,924,925,908,918
B11,947,961,960,1011,956,949,938,947
B12,936,916,926,944,928,935,926,948
B13,919,911,439,943,919,924,913,906
B14,954,948,941,952,939,953,954,940
B15,914,925,920,928,936,955,939,935
