Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,962,972,929,955,986,976,955,946
B1,908,905,897,914,899,908,911,919
B2,935,931,905,921,931,923,910,931
B3,1004,989,1037,1340,975,966,990,1032
B4,975,936,965,977,960,962,963,984
B5,949,929,938,950,917,941,934,916
B6,1005,954,983,975,970,1325,953,997
B7,980,976,940,967,941,982,963,943
B8,918,432,922,953,936,916,921,959
B9,1180,928,965,939,956,973,961,953
B10,916,922,916,922,919,924,907,916
B11,945,956,953,999,953,946,935,941
B12,934,916,933,941,929,938,934,948
B13,918,904,442,942,920,915,917,902
B14,946,945,936,949,940,947,952,943
B15,911,933,920,930,933,946,938,939
