Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,961,974,928,950,988,958,952,948
B1,908,900,896,914,906,908,909,921
B2,936,931,904,921,929,924,901,927
B3,1002,990,1022,1343,970,967,999,1027
B4,975,933,965,979,949,962,964,984
B5,945,930,938,951,916,945,932,914
B6,997,959,984,974,969,1324,945,993
B7,976,979,953,970,940,978,969,944
B8,917,432,927,952,934,906,919,952
B9,1179,928,965,940,952,975,960,954
B10,909,929,919,922,917,916,911,915
B11,949,957,955,996,952,944,936,942
B12,933,916,927,944,929,932,934,947
B13,917,906,443,943,917,897,913,901
B14,945,942,934,944,940,943,953,937
B15,913,924,920,927,931,947,936,938
