Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2178,2159,2143,2167,2179,2172,2180,2158
B1,2145,2140,2123,2124,2095,2123,2153,2136
B2,2159,2156,2092,2139,2154,2132,2118,2173
B3,2203,2159,2178,3741,2179,2139,2151,2147
B4,2125,2133,2098,2111,2161,2140,2143,2154
B5,2201,2135,2186,2160,2143,2178,2138,2145
B6,2226,2114,2179,2137,2128,3748,2109,2151
B7,2172,2180,2133,2146,2140,2132,2161,2142
B8,2174,374,2148,2188,2169,2166,2160,2179
B9,3533,2126,2130,2113,2146,2078,2129,2138
B10,2138,2138,2132,2136,2144,2119,2130,2131
B11,2189,2251,2175,2207,2195,2155,2179,2179
B12,2203,2198,2142,2153,2166,2141,2142,2197
B13,2163,2135,386,2169,2169,2145,2149,2114
B14,2190,2141,2143,2160,2173,2157,2179,2128
B15,2159,2132,2170,2152,2173,2166,2181,2177
