Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1509,1554,1517,1537,1514,1517,1542,1541
B1,1557,1529,1531,1534,1521,1537,1550,1510
B2,1530,1513,1552,1535,1542,1530,1520,1541
B3,1513,1555,1523,1529,1541,1547,1534,1525
B4,1543,1545,1539,1513,1529,1549,1537,1538
B5,1520,1542,1515,1509,1524,1544,1557,1538
B6,1531,1512,1528,1510,1549,1547,1523,1529
B7,1546,1536,1518,1545,1532,1524,1515,1513
B8,1554,1551,1512,1535,1548,1539,1557,1527
B9,1553,1527,1528,1557,1555,1510,1521,1547
B10,1527,1524,1508,1555,1543,1533,1533,1518
B11,1548,1508,1512,1529,1552,1558,1542,1558
B12,1526,1522,1552,1549,1558,1513,1519,1531
B13,1551,1554,1522,1546,1546,1557,1536,1544
B14,1540,1545,1509,1549,1525,1536,1554,1538
B15,1519,1518,1537,1542,1538,1529,1542,1521
