Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1003,1016,968,988,1030,1001,998,987
B1,946,945,937,959,935,948,948,961
B2,984,975,946,969,975,970,953,979
B3,1051,1038,1056,1389,1016,1011,1042,1078
B4,1014,980,1006,1019,1001,1005,1005,1020
B5,988,968,978,991,957,984,972,955
B6,1046,1010,1033,1025,1025,1366,992,1047
B7,1026,1021,983,1011,984,1028,1006,986
B8,962,427,962,988,980,956,962,986
B9,1232,973,1008,986,995,1017,996,996
B10,959,959,964,965,959,965,948,957
B11,986,995,992,1039,992,987,977,984
B12,982,960,975,987,975,980,978,989
B13,962,948,436,986,963,960,957,947
B14,984,986,971,988,981,991,997,981
B15,954,970,962,971,972,990,980,979
