Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2473,2501,2431,2453,2483,2446,2450,2444
B1,2454,2446,2428,2424,2429,2423,2438,2439
B2,2451,2463,2417,2448,2436,2438,2443,2471
B3,2537,2478,2479,3815,2471,2450,2455,2464
B4,2454,2434,2447,2420,2449,2442,2447,2467
B5,2511,2445,2455,2455,2465,2465,2428,2455
B6,2520,2419,2470,2461,2436,3806,2443,2438
B7,2462,2458,2438,2456,2446,2428,2457,2447
B8,2472,349,2448,2507,2470,2469,2455,2495
B9,3639,2457,2454,2454,2473,2450,2487,2435
B10,2453,2452,2454,2442,2464,2429,2428,2438
B11,2483,2515,2465,2478,2471,2444,2467,2493
B12,2493,2453,2445,2457,2465,2453,2445,2475
B13,2447,2422,357,2459,2459,2441,2449,2435
B14,2482,2466,2447,2448,2463,2467,2468,2436
B15,2456,2473,2456,2451,2456,2455,2467,2467
