Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1446,1472,1361,1389,1494,1420,1445,1410
B1,1370,1352,1345,1366,1344,1348,1371,1372
B2,1433,1422,1349,1365,1427,1370,1365,1424
B3,1425,1386,1396,3620,1352,1359,1403,1428
B4,1445,1351,1399,1414,1406,1373,1412,1425
B5,1444,1403,1419,1430,1363,1414,1415,1359
B6,1422,1336,1377,1367,1352,3618,1340,1379
B7,1521,1487,1401,1447,1401,1475,1467,1396
B8,1209,401,1203,1236,1221,1205,1204,1228
B9,3393,1326,1360,1337,1360,1394,1379,1362
B10,1364,1387,1379,1366,1378,1360,1352,1361
B11,1405,1426,1414,1481,1413,1383,1388,1397
B12,1408,1352,1383,1397,1394,1382,1396,1420
B13,1207,1191,408,1231,1200,1212,1198,1186
B14,1403,1426,1386,1404,1392,1416,1437,1405
B15,1352,1397,1374,1379,1392,1416,1417,1421
