Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1450,1472,1354,1395,1498,1420,1442,1404
B1,1368,1338,1340,1361,1341,1346,1368,1377
B2,1419,1430,1344,1360,1426,1368,1359,1433
B3,1423,1382,1405,3616,1347,1357,1403,1423
B4,1434,1351,1399,1412,1409,1370,1417,1420
B5,1444,1403,1423,1427,1368,1406,1413,1363
B6,1421,1343,1376,1365,1351,3618,1339,1354
B7,1522,1480,1394,1447,1402,1479,1469,1395
B8,1208,403,1206,1240,1220,1210,1204,1230
B9,3382,1324,1356,1324,1358,1385,1377,1366
B10,1362,1385,1394,1359,1372,1352,1344,1357
B11,1403,1408,1415,1493,1419,1379,1384,1394
B12,1405,1356,1381,1405,1395,1381,1393,1416
B13,1203,1187,412,1229,1206,1210,1199,1180
B14,1409,1426,1387,1401,1387,1414,1435,1406
B15,1350,1394,1370,1375,1394,1412,1415,1417
