Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1443,1460,1368,1388,1503,1427,1424,1433
B1,1362,1341,1344,1359,1344,1353,1370,1373
B2,1413,1409,1372,1364,1405,1384,1364,1401
B3,1415,1381,1390,3592,1358,1352,1371,1413
B4,1460,1375,1417,1432,1413,1395,1430,1430
B5,1415,1394,1413,1398,1369,1399,1395,1370
B6,1439,1366,1402,1389,1367,3595,1367,1401
B7,1481,1443,1383,1419,1422,1455,1431,1388
B8,1241,422,1367,1427,1394,1333,1366,1404
B9,3368,1362,1368,1383,1372,1379,1378,1409
B10,1397,1417,1411,1408,1420,1395,1396,1391
B11,1449,1481,1455,1529,1470,1423,1433,1416
B12,1441,1399,1407,1401,1412,1411,1401,1430
B13,1244,1224,405,1267,1236,1246,1225,1222
B14,1446,1448,1428,1455,1428,1449,1472,1409
B15,1396,1438,1419,1415,1438,1440,1459,1459
