Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,880,895,849,873,913,880,874,865
B1,838,834,826,845,824,838,839,851
B2,862,858,827,851,858,850,836,859
B3,918,902,938,1280,894,877,913,953
B4,899,856,884,891,884,883,883,907
B5,872,853,866,873,845,866,860,842
B6,908,867,895,886,890,1279,859,911
B7,905,903,867,891,864,905,889,869
B8,842,438,852,889,867,838,852,884
B9,1090,857,892,862,876,894,883,879
B10,846,851,851,852,850,850,840,848
B11,862,882,876,916,879,866,858,867
B12,860,847,857,872,859,862,865,876
B13,846,834,454,871,847,846,844,827
B14,872,874,860,873,868,879,877,865
B15,841,848,852,853,855,871,864,860
