Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,876,898,852,870,914,880,875,874
B1,836,837,823,844,827,838,840,849
B2,860,849,834,849,856,851,835,857
B3,915,906,936,1279,895,881,913,953
B4,896,858,886,893,883,881,882,907
B5,870,858,862,875,846,867,860,841
B6,909,874,895,887,892,1279,859,913
B7,907,905,850,894,862,905,892,871
B8,840,439,851,889,867,843,849,883
B9,1089,869,894,859,875,896,882,880
B10,850,857,852,853,850,853,840,847
B11,868,881,876,916,877,865,857,863
B12,859,847,856,874,861,865,865,878
B13,844,836,452,876,846,844,842,833
B14,873,874,851,880,868,879,880,865
B15,840,852,847,851,869,871,863,861
