Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,877,897,849,880,917,879,875,869
B1,838,829,825,843,825,841,838,850
B2,861,856,828,850,859,850,833,854
B3,917,904,936,1280,883,882,907,952
B4,892,859,886,891,880,883,884,908
B5,870,854,870,869,844,865,864,839
B6,910,874,896,886,892,1278,858,909
B7,907,905,867,895,868,902,887,866
B8,849,442,853,885,862,839,853,882
B9,1093,858,894,863,871,888,888,879
B10,843,854,847,855,849,860,841,854
B11,869,880,878,911,877,866,855,865
B12,860,843,856,875,858,862,870,872
B13,843,836,452,873,847,850,836,832
B14,870,873,858,870,867,881,885,866
B15,841,851,847,851,855,877,863,864
