Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1056,1063,1014,1030,1081,1054,1047,1038
B1,989,982,980,999,975,989,987,1000
B2,1024,1012,984,1006,1012,1007,988,1011
B3,1099,1087,1116,1440,1068,1067,1094,1125
B4,1062,1022,1049,1069,1042,1048,1050,1065
B5,1026,1005,1018,1030,999,1025,1010,996
B6,1091,1048,1078,1074,1063,1413,1040,1087
B7,1064,1062,1026,1055,1045,1069,1049,1029
B8,997,422,997,1032,1017,991,981,1023
B9,1285,1021,1044,1032,1035,1060,1042,1040
B10,997,1004,1002,1008,999,1010,992,998
B11,1030,1041,1036,1090,1037,1033,1025,1026
B12,1012,1004,997,1030,1012,1017,1012,1028
B13,999,984,432,1025,996,998,993,983
B14,1026,1025,1015,1032,1020,1034,1034,1018
B15,993,1002,999,1013,1011,1029,1016,1012
