Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1771,1746,1741,1754,1795,1771,1785,1761
B1,1733,1720,1704,1712,1696,1707,1713,1743
B2,1748,1762,1676,1705,1732,1672,1718,1772
B3,1802,1777,1822,3718,1773,1742,1772,1723
B4,1727,1704,1714,1712,1724,1735,1725,1762
B5,1814,1739,1802,1771,1745,1776,1750,1732
B6,1769,1685,1750,1716,1711,3710,1737,1790
B7,1738,1777,1729,1756,1728,1711,1755,1732
B8,1771,411,1749,1798,1782,1789,1767,1811
B9,3467,1704,1697,1718,1682,1682,1684,1731
B10,1720,1738,1725,1713,1723,1706,1708,1713
B11,1753,1829,1771,1815,1805,1732,1810,1766
B12,1824,1847,1738,1742,1755,1733,1704,1816
B13,1762,1703,443,1793,1772,1704,1723,1691
B14,1792,1738,1725,1739,1785,1766,1782,1698
B15,1724,1761,1782,1750,1802,1752,1801,1780
