Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2388,2379,2339,2370,2400,2377,2383,2363
B1,2358,2341,2331,2328,2338,2336,2351,2353
B2,2379,2368,2314,2343,2351,2343,2328,2379
B3,2408,2369,2383,3770,2375,2343,2357,2365
B4,2346,2323,2352,2326,2364,2360,2355,2367
B5,2403,2337,2382,2360,2352,2380,2341,2361
B6,2409,2316,2370,2354,2334,3769,2348,2349
B7,2370,2375,2338,2360,2345,2340,2362,2346
B8,2395,355,2365,2483,2403,2385,2370,2500
B9,3607,2350,2369,2355,2395,2366,2400,2353
B10,2362,2354,2358,2348,2334,2336,2315,2343
B11,2383,2427,2378,2419,2386,2342,2366,2375
B12,2391,2390,2357,2358,2372,2361,2341,2389
B13,2376,2374,369,2382,2374,2350,2365,2330
B14,2394,2353,2353,2369,2378,2381,2375,2337
B15,2381,2372,2354,2360,2378,2361,2389,2379
