Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1668,1655,1639,1672,1686,1686,1682,1661
B1,1635,1616,1600,1606,1587,1601,1629,1637
B2,1655,1649,1565,1580,1636,1599,1591,1671
B3,1659,1616,1696,3683,1643,1586,1636,1579
B4,1619,1602,1602,1599,1619,1630,1620,1659
B5,1715,1634,1705,1664,1636,1691,1641,1619
B6,1651,1580,1634,1613,1613,3693,1656,1646
B7,1632,1685,1638,1641,1626,1591,1657,1621
B8,1655,421,1659,1666,1677,1669,1646,1660
B9,3453,1601,1605,1620,1581,1580,1596,1619
B10,1627,1645,1626,1600,1626,1610,1597,1619
B11,1671,1741,1676,1727,1706,1633,1699,1681
B12,1699,1733,1618,1630,1646,1620,1609,1715
B13,1636,1597,425,1679,1642,1608,1625,1593
B14,1676,1624,1611,1641,1663,1654,1668,1593
B15,1617,1658,1669,1634,1672,1643,1682,1666
