Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1678,1658,1637,1672,1679,1681,1673,1671
B1,1634,1623,1598,1602,1587,1600,1629,1647
B2,1653,1653,1564,1583,1634,1601,1596,1660
B3,1649,1609,1702,3689,1639,1586,1647,1576
B4,1613,1599,1601,1601,1620,1624,1615,1664
B5,1713,1631,1709,1658,1640,1681,1657,1620
B6,1650,1580,1640,1612,1615,3691,1645,1650
B7,1631,1657,1627,1651,1611,1598,1663,1614
B8,1659,418,1650,1671,1675,1675,1649,1674
B9,3449,1600,1606,1623,1575,1579,1594,1624
B10,1612,1658,1625,1614,1632,1611,1603,1627
B11,1661,1740,1669,1733,1706,1634,1698,1681
B12,1690,1739,1630,1634,1638,1629,1615,1708
B13,1636,1604,430,1670,1645,1604,1622,1585
B14,1682,1644,1627,1639,1677,1664,1672,1594
B15,1614,1664,1675,1647,1678,1643,1682,1668
