Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1964,1941,1929,1947,1980,1966,1992,1958
B1,1940,1935,1908,1904,1895,1903,1930,1933
B2,1939,1961,1881,1897,1940,1912,1911,1968
B3,1985,1939,1998,3749,1964,1908,1947,1903
B4,1930,1905,1919,1917,1946,1919,1933,1967
B5,1998,1928,2000,1953,1941,1975,1941,1921
B6,1975,1907,1945,1932,1909,3736,1910,1958
B7,1938,1970,1931,1945,1929,1916,1959,1922
B8,1959,394,1935,1961,1968,1962,1943,1974
B9,3510,1907,1908,1913,1898,1894,1903,1932
B10,1912,1919,1923,1905,1929,1892,1923,1913
B11,1967,1995,1961,1988,1980,1929,1971,1950
B12,2005,2037,1930,1948,1961,1949,1923,2011
B13,1956,1919,401,1972,1959,1929,1940,1895
B14,1955,1922,1918,1933,1942,1952,1954,1907
B15,1932,1956,1952,1938,1962,1953,1968,1963
