Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,888,907,857,876,917,887,887,883
B1,849,840,830,856,834,849,845,860
B2,872,869,837,860,872,858,846,870
B3,933,912,946,1283,905,893,922,970
B4,906,865,891,904,893,892,892,915
B5,876,867,869,882,854,875,863,851
B6,919,885,906,896,895,1283,869,920
B7,914,899,874,894,869,920,892,877
B8,845,438,858,892,871,849,855,892
B9,1099,866,902,870,883,904,887,890
B10,850,863,859,858,850,860,849,854
B11,874,890,879,921,883,874,866,875
B12,865,855,864,878,865,877,868,882
B13,857,844,450,879,856,850,850,839
B14,881,883,869,883,878,892,890,875
B15,850,862,858,861,865,881,873,875
