Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1802,1773,1766,1789,1827,1802,1816,1789
B1,1765,1742,1742,1738,1720,1737,1765,1775
B2,1765,1785,1703,1722,1758,1739,1743,1789
B3,1807,1763,1825,3709,1783,1739,1782,1721
B4,1755,1729,1757,1740,1755,1757,1753,1780
B5,1828,1765,1830,1792,1771,1819,1767,1769
B6,1792,1714,1779,1744,1752,3725,1770,1767
B7,1759,1791,1757,1771,1750,1728,1781,1751
B8,1796,409,1770,1821,1793,1811,1802,1830
B9,3475,1738,1739,1750,1720,1712,1736,1762
B10,1742,1751,1752,1737,1756,1730,1754,1754
B11,1799,1873,1795,1827,1817,1762,1804,1791
B12,1846,1881,1757,1771,1778,1771,1746,1838
B13,1781,1750,420,1809,1786,1756,1757,1724
B14,1815,1764,1756,1763,1806,1782,1794,1737
B15,1750,1793,1811,1786,1825,1788,1828,1807
