Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1804,1785,1767,1785,1831,1809,1809,1795
B1,1763,1756,1741,1740,1719,1731,1761,1774
B2,1761,1776,1699,1723,1755,1740,1745,1784
B3,1815,1779,1828,3710,1779,1737,1779,1721
B4,1747,1734,1759,1743,1761,1760,1758,1794
B5,1831,1762,1835,1788,1776,1794,1780,1755
B6,1783,1711,1777,1753,1742,3718,1770,1775
B7,1761,1808,1759,1783,1745,1738,1788,1755
B8,1805,409,1771,1820,1801,1812,1784,1835
B9,3474,1729,1755,1748,1715,1717,1733,1756
B10,1756,1769,1753,1740,1742,1747,1733,1756
B11,1790,1853,1795,1842,1816,1780,1809,1781
B12,1846,1891,1754,1780,1785,1775,1757,1852
B13,1786,1750,423,1811,1786,1752,1738,1732
B14,1812,1761,1751,1767,1811,1781,1794,1736
B15,1798,1796,1805,1781,1826,1769,1821,1792
