Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1237,1239,1198,1223,1251,1238,1226,1214
B1,1177,1162,1157,1192,1158,1177,1174,1177
B2,1211,1189,1174,1189,1204,1199,1179,1204
B3,1317,1301,1311,1690,1278,1294,1306,1322
B4,1262,1219,1245,1273,1245,1254,1250,1266
B5,1221,1196,1211,1226,1186,1219,1200,1185
B6,1303,1263,1291,1291,1274,1663,1262,1291
B7,1456,1450,1369,1408,1346,1429,1438,1359
B8,1179,402,1178,1215,1192,1180,1181,1204
B9,3397,1287,1319,1293,1313,1348,1332,1329
B10,1319,1345,1345,1322,1340,1323,1308,1319
B11,1362,1392,1375,1446,1377,1345,1347,1359
B12,1368,1318,1351,1360,1360,1338,1361,1383
B13,1181,1161,411,1204,1178,1178,1170,1161
B14,1203,1202,1195,1218,1194,1220,1216,1203
B15,1181,1189,1192,1201,1188,1220,1205,1198
