Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1534,1563,1443,1449,1601,1500,1523,1476
B1,1430,1413,1405,1428,1405,1410,1436,1438
B2,1509,1495,1395,1415,1491,1424,1419,1499
B3,1497,1463,1448,3635,1424,1432,1478,1498
B4,1512,1412,1453,1485,1475,1442,1475,1476
B5,1514,1474,1497,1496,1439,1483,1487,1427
B6,1482,1391,1439,1419,1407,3633,1404,1432
B7,1562,1503,1474,1489,1457,1521,1519,1462
B8,1381,417,1386,1452,1414,1350,1392,1427
B9,3401,1381,1417,1387,1415,1443,1428,1418
B10,1411,1438,1440,1427,1437,1425,1412,1407
B11,1476,1493,1477,1548,1479,1442,1456,1459
B12,1474,1417,1446,1457,1465,1444,1460,1475
B13,1462,1435,438,1477,1466,1439,1455,1428
B14,1474,1484,1458,1475,1447,1478,1496,1469
B15,1407,1462,1446,1440,1461,1482,1484,1488
