Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,941,955,905,932,949,935,938,924
B1,890,883,874,900,879,890,891,900
B2,919,913,888,909,912,905,890,917
B3,985,965,998,1322,946,945,976,1010
B4,954,914,941,957,939,940,941,965
B5,927,908,919,930,898,919,916,896
B6,976,936,960,952,961,1308,921,972
B7,962,953,924,950,921,961,946,925
B8,896,434,904,935,912,892,902,930
B9,1155,914,946,922,925,969,940,935
B10,899,908,904,906,900,903,890,898
B11,922,939,929,974,930,922,922,920
B12,917,896,911,929,913,927,919,932
B13,899,884,442,924,899,894,892,884
B14,923,928,915,932,921,933,934,921
B15,892,908,901,906,909,927,916,918
