Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,943,959,904,931,973,942,943,924
B1,891,875,879,899,878,891,891,900
B2,920,912,887,905,891,906,888,914
B3,982,973,1004,1319,949,945,979,1015
B4,964,917,944,956,935,939,942,967
B5,930,910,908,930,898,923,916,896
B6,973,943,964,956,956,1315,925,971
B7,960,959,923,951,933,961,951,924
B8,896,431,908,937,916,893,901,935
B9,1155,909,947,921,931,953,933,937
B10,898,911,908,907,905,903,891,900
B11,920,932,932,970,930,920,913,925
B12,919,897,905,924,913,917,922,931
B13,898,887,444,923,899,897,890,884
B14,927,928,913,926,923,934,930,916
B15,896,904,904,907,911,929,916,918
