Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1033,1042,995,1014,1061,1026,1024,1019
B1,974,965,959,979,957,969,970,981
B2,1005,994,970,990,993,991,976,995
B3,1075,1061,1087,1410,1038,1044,1067,1098
B4,1041,997,1024,1040,1021,1027,1031,1044
B5,1007,986,996,1009,979,1001,991,976
B6,1066,1029,1059,1046,1047,1392,1016,1064
B7,1034,1030,999,1024,998,1033,1015,1000
B8,984,426,985,1017,996,974,984,1012
B9,1263,1004,1034,1015,1021,1041,1027,1024
B10,979,984,981,984,981,984,975,981
B11,1007,1016,1012,1057,1014,1009,993,1011
B12,1001,980,991,1019,993,1000,998,1010
B13,983,969,434,1010,983,983,977,968
B14,1007,1011,994,1015,1002,1018,1018,1002
B15,978,986,984,993,991,1016,992,1000
