Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1915,1891,1878,1899,1931,1918,1933,1911
B1,1878,1866,1851,1861,1839,1826,1874,1884
B2,1896,1910,1816,1829,1882,1854,1857,1927
B3,1923,1894,1944,3735,1912,1860,1896,1853
B4,1871,1852,1872,1855,1881,1871,1868,1900
B5,1943,1872,1936,1895,1892,1918,1883,1872
B6,1916,1832,1896,1865,1866,3730,1865,1901
B7,1875,1882,1871,1880,1866,1850,1883,1874
B8,1890,395,1896,1926,1929,1911,1891,1936
B9,3503,1850,1874,1866,1844,1841,1852,1867
B10,1875,1879,1871,1854,1871,1852,1873,1859
B11,1902,1960,1913,1947,1935,1862,1927,1900
B12,1947,1963,1871,1881,1895,1873,1861,1947
B13,1898,1859,407,1930,1905,1876,1873,1842
B14,1914,1872,1872,1879,1907,1895,1908,1828
B15,1872,1897,1910,1890,1920,1890,1954,1909
