Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,866,886,842,857,903,866,863,862
B1,821,818,807,826,811,821,826,835
B2,850,854,818,822,849,835,818,844
B3,891,881,914,1266,871,862,891,928
B4,878,842,870,877,871,865,865,889
B5,851,843,847,848,824,852,851,825
B6,885,854,871,866,869,1273,837,889
B7,876,882,844,870,847,886,871,851
B8,822,440,830,869,848,822,832,857
B9,1071,840,870,848,858,881,860,875
B10,831,847,837,838,837,834,825,831
B11,857,871,860,908,869,845,845,861
B12,844,837,839,850,841,836,844,859
B13,835,819,452,855,832,827,825,818
B14,857,854,844,853,850,869,863,849
B15,824,837,838,835,846,858,850,850
