Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,866,887,837,858,903,865,870,860
B1,821,819,809,833,810,821,821,833
B2,853,848,820,841,849,834,824,846
B3,894,881,911,1270,881,863,890,932
B4,880,839,870,873,870,867,865,893
B5,856,840,850,859,828,847,841,822
B6,885,857,871,862,869,1271,838,887
B7,883,882,848,877,862,874,868,850
B8,831,442,837,864,852,822,833,861
B9,1069,838,876,848,858,882,864,862
B10,832,841,839,832,834,834,823,824
B11,854,866,851,909,865,853,847,853
B12,843,831,844,853,839,845,846,859
B13,832,821,452,856,834,828,827,817
B14,857,859,845,859,854,865,864,851
B15,824,836,835,836,849,851,848,846
