Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1730,1729,1716,1722,1765,1738,1768,1735
B1,1695,1691,1674,1678,1664,1675,1701,1713
B2,1725,1738,1650,1678,1721,1691,1684,1724
B3,1746,1711,1778,3694,1725,1676,1730,1675
B4,1695,1675,1690,1685,1696,1708,1707,1774
B5,1783,1707,1784,1734,1715,1762,1720,1705
B6,1760,1669,1719,1688,1690,3696,1711,1727
B7,1710,1725,1701,1709,1700,1681,1731,1702
B8,1735,414,1727,1744,1750,1739,1736,1742
B9,3454,1680,1689,1692,1666,1669,1689,1703
B10,1699,1716,1709,1682,1699,1688,1683,1693
B11,1745,1818,1751,1797,1781,1706,1771,1749
B12,1765,1799,1697,1722,1733,1710,1700,1777
B13,1725,1683,423,1750,1722,1690,1706,1670
B14,1747,1700,1677,1699,1740,1720,1745,1664
B15,1685,1745,1746,1720,1750,1723,1753,1735
