Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1892,1864,1839,1853,1878,1914,1906,1866
B1,1855,1831,1818,1839,1808,1825,1856,1847
B2,1860,1869,1795,1807,1842,1834,1823,1884
B3,1892,1853,1928,3732,1853,1836,1879,1819
B4,1829,1817,1830,1824,1847,1847,1838,1879
B5,1911,1827,1903,1860,1858,1880,1823,1843
B6,1895,1793,1867,1840,1826,3735,1844,1876
B7,1834,1866,1852,1858,1829,1818,1874,1847
B8,1886,403,1856,1902,1899,1886,1859,1915
B9,3494,1820,1831,1828,1816,1810,1817,1841
B10,1842,1851,1827,1815,1838,1827,1812,1806
B11,1870,1935,1881,1918,1904,1840,1887,1864
B12,1925,1944,1850,1855,1879,1849,1837,1924
B13,1878,1837,411,1897,1877,1844,1854,1814
B14,1898,1835,1843,1862,1882,1869,1862,1815
B15,1831,1879,1886,1862,1911,1870,1904,1897
