Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1261,1260,1223,1256,1279,1264,1254,1242
B1,1218,1185,1189,1223,1189,1208,1202,1208
B2,1244,1232,1200,1224,1233,1231,1211,1233
B3,1426,1384,1405,3617,1351,1360,1410,1425
B4,1440,1349,1399,1412,1404,1372,1411,1428
B5,1435,1403,1423,1422,1365,1413,1414,1358
B6,1441,1343,1381,1366,1349,3615,1343,1379
B7,1522,1487,1403,1456,1399,1474,1467,1395
B8,1210,417,1207,1247,1201,1207,1212,1236
B9,3380,1331,1360,1332,1359,1392,1376,1362
B10,1360,1385,1393,1366,1378,1359,1354,1359
B11,1408,1431,1416,1480,1418,1381,1382,1396
B12,1409,1358,1384,1398,1381,1397,1394,1418
B13,1208,1188,408,1232,1202,1209,1199,1189
B14,1407,1425,1387,1403,1389,1416,1439,1405
B15,1351,1394,1374,1378,1388,1409,1418,1420
