Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1444,1475,1353,1389,1501,1424,1443,1403
B1,1390,1344,1345,1363,1347,1345,1372,1380
B2,1439,1425,1344,1366,1399,1367,1367,1428
B3,1422,1387,1401,3616,1350,1360,1405,1405
B4,1436,1349,1403,1413,1403,1379,1410,1425
B5,1450,1399,1421,1422,1370,1407,1414,1368
B6,1418,1337,1378,1370,1352,3621,1345,1377
B7,1505,1475,1397,1443,1399,1470,1463,1397
B8,1207,401,1208,1247,1222,1209,1206,1228
B9,3384,1324,1361,1331,1360,1387,1376,1361
B10,1362,1386,1376,1365,1373,1359,1355,1358
B11,1404,1429,1410,1477,1420,1380,1386,1394
B12,1407,1366,1382,1396,1394,1380,1393,1427
B13,1205,1189,409,1232,1202,1211,1199,1184
B14,1405,1423,1384,1403,1392,1416,1441,1407
B15,1351,1393,1375,1375,1389,1412,1414,1415
