Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1153,1161,1110,1136,1179,1156,1146,1131
B1,1084,1074,1070,1099,1069,1089,1083,1092
B2,1115,1114,1080,1103,1109,1105,1087,1107
B3,1215,1200,1219,1573,1184,1184,1199,1234
B4,1161,1122,1146,1167,1147,1153,1152,1161
B5,1125,1106,1118,1127,1094,1122,1108,1096
B6,1203,1164,1187,1188,1171,1548,1161,1191
B7,1156,1148,1118,1149,1116,1161,1142,1131
B8,1098,413,1101,1132,1116,1099,1100,1120
B9,1403,1112,1130,1131,1131,1154,1133,1131
B10,1090,1093,1091,1102,1092,1099,1082,1087
B11,1114,1127,1125,1181,1126,1121,1109,1119
B12,1114,1093,1105,1121,1108,1120,1107,1119
B13,1101,1082,419,1123,1087,1099,1084,1078
B14,1120,1114,1111,1133,1111,1124,1128,1110
B15,1096,1111,1106,1115,1108,1131,1117,1119
