Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1651,1620,1604,1650,1683,1657,1673,1639
B1,1603,1600,1573,1569,1557,1572,1608,1614
B2,1609,1624,1540,1563,1604,1587,1583,1624
B3,1636,1586,1669,3685,1616,1559,1609,1547
B4,1599,1582,1561,1576,1592,1598,1585,1630
B5,1675,1604,1673,1634,1610,1646,1616,1595
B6,1599,1552,1605,1587,1570,3683,1617,1620
B7,1604,1636,1602,1617,1595,1576,1629,1602
B8,1627,419,1628,1643,1644,1636,1626,1658
B9,3427,1560,1595,1596,1566,1565,1580,1582
B10,1598,1613,1597,1576,1597,1582,1569,1585
B11,1645,1727,1653,1702,1695,1612,1671,1661
B12,1664,1696,1594,1614,1628,1604,1602,1695
B13,1612,1575,430,1649,1617,1586,1604,1553
B14,1659,1601,1603,1617,1650,1642,1647,1563
B15,1579,1640,1640,1619,1663,1627,1656,1642
