Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2308,2297,2280,2279,2313,2302,2301,2303
B1,2281,2255,2258,2247,2259,2257,2289,2271
B2,2278,2286,2240,2259,2272,2268,2267,2288
B3,2328,2296,2283,3800,2305,2277,2289,2283
B4,2282,2256,2256,2244,2297,2269,2276,2277
B5,2323,2268,2308,2285,2280,2299,2275,2282
B6,2339,2250,2300,2290,2284,3757,2273,2282
B7,2296,2292,2253,2259,2260,2247,2295,2278
B8,2302,371,2283,2305,2298,2289,2283,2317
B9,3574,2256,2273,2250,2319,2239,2300,2283
B10,2278,2256,2274,2259,2271,2237,2269,2256
B11,2306,2347,2301,2314,2324,2265,2292,2297
B12,2331,2330,2279,2291,2302,2280,2274,2325
B13,2300,2273,372,2304,2296,2273,2288,2257
B14,2314,2290,2275,2282,2294,2286,2300,2272
B15,2285,2287,2294,2273,2296,2294,2301,2314
