Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,891,917,869,890,930,902,900,885
B1,857,853,844,863,840,856,856,867
B2,884,878,857,869,880,867,853,879
B3,934,926,962,1287,911,901,933,972
B4,917,878,907,918,907,902,906,927
B5,891,877,886,896,863,886,880,859
B6,931,892,913,907,914,1288,871,934
B7,923,923,891,912,886,918,918,891
B8,858,437,867,900,881,854,867,896
B9,1110,872,907,883,891,914,896,896
B10,868,872,866,869,868,868,856,870
B11,886,897,893,942,894,884,875,882
B12,877,862,878,887,875,876,881,891
B13,867,850,449,881,861,859,858,848
B14,893,891,879,893,887,899,899,884
B15,857,870,865,870,876,880,882,882
