Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,899,918,867,894,921,897,896,883
B1,856,852,844,865,844,855,859,862
B2,883,876,844,867,879,874,854,878
B3,937,924,961,1288,915,908,933,973
B4,921,876,906,921,907,903,906,913
B5,891,871,885,901,863,888,877,862
B6,933,893,916,908,909,1286,877,932
B7,924,925,889,914,884,919,912,887
B8,852,438,868,896,879,857,867,895
B9,1109,873,912,882,890,911,894,898
B10,864,874,867,871,866,872,857,864
B11,893,902,887,941,896,885,879,886
B12,879,867,871,889,873,873,879,889
B13,866,846,448,888,862,858,857,849
B14,891,889,878,890,888,902,908,883
B15,854,870,866,871,870,891,880,885
