Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,921,929,875,908,940,914,908,907
B1,873,866,861,885,861,873,871,884
B2,903,899,867,888,896,886,867,894
B3,959,947,979,1298,918,925,954,990
B4,931,895,918,936,916,921,921,944
B5,921,892,900,912,879,904,894,877
B6,953,913,932,926,927,1294,897,951
B7,938,932,910,923,904,936,925,905
B8,881,436,884,916,894,872,881,909
B9,1133,896,922,903,909,935,921,915
B10,879,890,881,884,884,884,874,877
B11,899,915,911,952,910,902,891,905
B12,911,880,890,906,896,902,900,909
B13,880,869,451,906,881,878,875,866
B14,917,910,895,910,889,914,913,896
B15,877,885,885,888,882,911,890,899
