Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,910,930,879,902,948,914,911,906
B1,871,870,860,879,859,872,874,887
B2,897,895,869,884,895,886,871,894
B3,962,950,978,1303,933,920,948,991
B4,932,899,922,932,922,920,921,941
B5,911,894,896,912,874,901,893,876
B6,952,911,932,923,920,1295,897,949
B7,937,932,893,921,898,936,921,901
B8,876,435,887,915,893,873,880,911
B9,1131,894,921,901,910,931,918,919
B10,879,888,882,882,882,885,875,879
B11,898,915,909,959,912,902,894,906
B12,896,882,890,907,891,898,897,909
B13,884,869,446,906,897,880,876,866
B14,908,901,896,910,907,916,915,900
B15,853,886,882,886,889,906,898,898
