Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,925,929,884,906,944,915,910,906
B1,871,866,859,881,860,872,873,886
B2,903,891,868,886,893,885,852,892
B3,960,946,979,1300,932,923,954,990
B4,934,895,922,935,918,926,919,942
B5,906,891,897,911,879,902,895,877
B6,953,912,932,924,933,1293,899,948
B7,934,931,899,911,899,948,920,901
B8,876,436,885,915,896,872,881,910
B9,1132,890,923,902,912,934,921,917
B10,879,887,883,889,879,886,871,878
B11,905,914,912,950,914,898,893,905
B12,896,880,889,906,895,902,898,912
B13,884,868,447,906,884,878,876,868
B14,908,906,894,910,909,916,915,901
B15,876,887,882,886,892,910,896,898
