Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2032,2011,1998,2005,2031,2030,2049,2011
B1,2005,1980,1963,1965,1963,1965,1985,1970
B2,2007,2030,1952,1959,1995,1971,1976,2032
B3,2039,1999,2053,3737,2015,1977,1997,1991
B4,1999,1966,1980,1974,1995,1992,1996,2019
B5,2059,1987,2050,2015,1994,2037,2001,1998
B6,2037,1955,2020,1994,1987,3748,1975,2013
B7,1995,2014,1990,2009,1980,1975,2004,1987
B8,2020,390,1990,2008,2033,2008,2003,2013
B9,3531,1970,1983,1975,1962,1971,1981,1990
B10,1981,1987,1968,1975,1987,1971,1964,1970
B11,2034,2047,2014,2030,2032,1981,2015,1991
B12,2065,2075,1985,2003,2016,2004,1980,2054
B13,2014,1988,389,2035,2014,1989,1988,1966
B14,2037,2048,1995,1989,2023,2018,2013,1967
B15,1983,2033,2014,2015,2018,1994,2033,2017
