Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2033,2021,1999,2005,2039,2018,2040,2019
B1,1993,1979,1967,1968,1966,1961,1988,1988
B2,1983,2033,1951,1962,2000,1982,1971,2028
B3,2036,2008,2047,3722,2017,1964,2010,1988
B4,1984,1971,1987,1956,1998,1989,1996,2029
B5,2057,1986,2051,2010,1992,2026,1990,1986
B6,2033,1957,2005,2000,1994,3752,1985,2007
B7,1997,2019,1996,2003,1990,1969,2012,1984
B8,2003,387,1994,2014,2018,2013,2003,2010
B9,3533,1957,1975,1974,1964,1963,1973,1990
B10,1984,1982,1971,1966,1975,1959,1976,1967
B11,2024,2044,2004,2034,2032,1982,1997,1993
B12,2073,2067,1986,1996,2012,2000,1973,2045
B13,2010,1977,393,2025,2019,1975,1984,1964
B14,2024,2050,1986,1996,2013,2004,2017,1966
B15,1990,2015,2012,1998,2017,2006,2032,2019
