Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2053,2011,2026,2032,2072,2044,2058,2055
B1,2029,2010,2007,1989,1991,1995,2021,2010
B2,2029,2030,1954,1947,2035,1972,1995,2060
B3,2074,2020,2058,3745,2036,2004,2027,1992
B4,2023,1999,2011,2006,2031,2026,2018,2056
B5,2068,2021,2067,2030,2028,2046,2021,2021
B6,2069,1975,2024,2009,1983,3758,2004,2000
B7,2022,2028,2013,2005,2010,2005,2022,2015
B8,2059,387,2020,2055,2062,2048,2031,2068
B9,3543,1999,2013,2002,1993,1999,1993,2002
B10,2008,2019,2014,2001,2015,2005,1991,2002
B11,2054,2086,2043,2088,2077,2010,2029,2028
B12,2084,2094,2031,2020,2053,2031,1999,2080
B13,2049,2005,391,2062,2033,2013,2033,1997
B14,2077,2095,2019,2037,2081,2060,2076,2022
B15,2030,2044,2066,2037,2047,2028,2055,2040
