Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1104,1112,1067,1094,1131,1107,1096,1086
B1,1043,1034,1029,1053,1023,1045,1041,1058
B2,1058,1051,1032,1052,1051,1053,1036,1052
B3,1164,1154,1170,1502,1127,1130,1158,1181
B4,1114,1076,1100,1120,1094,1105,1103,1115
B5,1084,1066,1072,1092,1050,1079,1057,1049
B6,1153,1112,1135,1143,1126,1482,1109,1140
B7,1115,1109,1077,1108,1078,1115,1102,1084
B8,1037,419,1039,1064,1054,1036,1039,1067
B9,1351,1075,1097,1096,1094,1115,1101,1097
B10,1048,1052,1052,1061,1045,1054,1045,1042
B11,1074,1084,1076,1130,1073,1078,1067,1084
B12,1065,1047,1061,1078,1065,1066,1066,1078
B13,1047,1033,427,1070,1045,1046,1040,1033
B14,1065,1067,1053,1056,1058,1080,1070,1063
B15,1046,1047,1041,1054,1053,1069,1078,1060
