Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2684,2655,2643,2652,2673,2661,2690,2666
B1,2658,2645,2630,2631,2640,2644,2649,2657
B2,2667,2678,2651,2639,2645,2666,2638,2656
B3,2749,2697,2671,3830,2682,2658,2660,2669
B4,2678,2644,2644,2632,2636,2640,2654,2672
B5,2685,2646,2661,2661,2647,2645,2643,2659
B6,2737,2641,2675,2667,2654,3839,2666,2663
B7,2665,2663,2638,2668,2666,2637,2630,2630
B8,2675,329,2650,2678,2667,2663,2666,2680
B9,3691,2658,2673,2670,2681,2646,2722,2656
B10,2640,2664,2681,2662,2656,2631,2609,2619
B11,2673,2676,2666,2668,2683,2636,2666,2653
B12,2678,2651,2646,2662,2672,2657,2670,2632
B13,2675,2655,331,2642,2652,2658,2659,2640
B14,2699,2666,2653,2666,2685,2676,2683,2662
B15,2669,2665,2664,2657,2639,2659,2670,2668
