Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1715,1703,1684,1703,1751,1727,1746,1706
B1,1676,1678,1655,1656,1642,1654,1690,1695
B2,1703,1712,1612,1646,1692,1657,1666,1725
B3,1721,1681,1737,3679,1699,1680,1689,1638
B4,1676,1656,1667,1662,1684,1693,1679,1730
B5,1761,1680,1758,1709,1693,1735,1691,1679
B6,1708,1630,1690,1671,1655,3693,1696,1689
B7,1683,1714,1708,1697,1674,1651,1706,1676
B8,1708,418,1706,1712,1730,1715,1705,1712
B9,3445,1643,1650,1674,1624,1636,1644,1679
B10,1669,1689,1687,1664,1674,1652,1659,1666
B11,1701,1785,1731,1761,1748,1676,1745,1722
B12,1764,1777,1667,1685,1685,1686,1658,1756
B13,1702,1662,426,1744,1700,1666,1681,1646
B14,1725,1683,1675,1680,1722,1699,1711,1649
B15,1661,1713,1718,1687,1715,1689,1723,1712
