Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2026,2012,2003,2002,2012,2020,2049,2001
B1,2002,1975,1969,1970,1955,1958,1989,1982
B2,1993,2022,1940,1960,1997,1970,1976,2043
B3,2040,2003,2047,3749,2017,1975,2000,1988
B4,1997,1967,1974,1975,2001,1998,1988,2016
B5,2057,1996,2047,2009,1998,2029,2010,1995
B6,2027,1950,2018,1997,1978,3756,1972,2017
B7,1989,1996,1987,2009,1980,1955,2012,1986
B8,2008,389,1994,2009,2027,2017,1999,2019
B9,3528,1963,1992,1971,1960,1963,1980,1994
B10,1978,1985,1974,1968,1976,1964,1964,1950
B11,2024,2056,2021,2033,2040,1985,2013,1997
B12,2076,2068,1980,1991,2014,1996,1983,2047
B13,2012,1974,394,2028,2015,1982,1989,1962
B14,2028,2050,1983,2000,2012,2019,2026,1963
B15,1991,2013,2009,2008,2015,2001,2030,2019
