Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2032,2008,1997,1999,2047,2007,2042,2022
B1,2008,1988,1952,1975,1970,1964,1986,1996
B2,2008,2031,1941,1953,1995,1975,1971,2049
B3,2029,2007,2051,3750,2022,1975,2005,2004
B4,1984,1960,1985,1978,2005,1990,1998,2048
B5,2059,1996,2047,2010,2000,2028,1980,1976
B6,2032,1951,2010,1995,1980,3722,1975,2012
B7,1997,2013,1996,1979,1982,1959,2011,1990
B8,2015,387,1989,2014,2021,1988,2008,2014
B9,3523,1970,1975,1976,1971,1970,1966,1994
B10,1983,1977,1976,1968,1976,1966,1963,1977
B11,2020,2050,2011,2039,2029,1977,2023,1997
B12,2051,2069,1987,1997,2013,2002,1984,2050
B13,2015,1979,396,2032,2017,1991,1982,1960
B14,2049,2040,1980,1999,2019,2015,2034,1969
B15,1978,2015,2003,2010,2022,2007,2015,2022
