Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2027,2008,1996,2005,2036,2019,2032,2005
B1,1992,1967,1963,1968,1966,1959,1990,2004
B2,2012,2033,1929,1959,1986,1968,1973,2030
B3,2041,2003,2053,3753,2015,1976,2002,1992
B4,1993,1962,1971,1974,2007,1989,1982,2029
B5,2059,1991,2046,2011,1997,2021,1998,1995
B6,2033,1946,2019,2002,1975,3759,1998,2006
B7,2010,2011,1984,1996,1980,1964,2002,1989
B8,2019,386,1993,2012,2025,2008,2007,2023
B9,3530,1965,1982,1969,1970,1964,1975,1996
B10,1975,1990,1974,1965,1975,1953,1962,1967
B11,2015,2052,2016,2041,2025,1971,1959,1999
B12,2064,2030,1984,1989,2019,1996,1975,2040
B13,2013,1976,395,2025,2019,2015,1984,1965
B14,2033,2060,1954,1991,2026,2010,2012,1958
B15,2001,2011,2014,1999,2017,2007,2035,2009
