Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2131,2105,2105,2126,2144,2128,2121,2100
B1,2093,2077,2067,2064,2050,2059,2096,2095
B2,2099,2107,2044,2080,2088,2074,2071,2088
B3,2143,2103,2139,3721,2116,2082,2096,2064
B4,2080,2066,2076,2059,2104,2092,2085,2116
B5,2142,2090,2135,2104,2091,2113,2088,2090
B6,2147,2043,2108,2090,2082,3710,2057,2102
B7,2114,2103,2067,2100,2081,2076,2098,2094
B8,2115,383,2093,2119,2121,2130,2100,2137
B9,3507,2066,2087,2067,2097,2035,2095,2081
B10,2085,2083,2088,2035,2088,2068,2057,2078
B11,2130,2209,2125,2154,2125,2087,2121,2121
B12,2156,2152,2095,2100,2108,2103,2076,2145
B13,2113,2078,392,2121,2119,2082,2105,2069
B14,2138,2088,2095,2111,2130,2106,2130,2078
B15,2091,2090,2101,2076,2098,2106,2098,2109
