Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2128,2096,2084,2123,2141,2122,2126,2122
B1,2100,2081,2071,2070,2055,2068,2089,2091
B2,2087,2107,2038,2078,2093,2094,2065,2128
B3,2140,2102,2148,3718,2127,2065,2099,2070
B4,2083,2056,2072,2052,2100,2091,2089,2094
B5,2140,2081,2133,2106,2090,2139,2096,2086
B6,2138,2061,2106,2098,2069,3726,2062,2096
B7,2116,2110,2069,2088,2126,2076,2098,2086
B8,2120,387,2103,2125,2113,2117,2095,2133
B9,3517,2068,2074,2063,2104,2043,2086,2076
B10,2070,2084,2088,2064,2078,2063,2049,2054
B11,2117,2192,2127,2152,2151,2065,2099,2119
B12,2157,2159,2096,2089,2110,2100,2088,2169
B13,2106,2076,386,2123,2110,2092,2107,2073
B14,2161,2097,2094,2093,2132,2109,2132,2082
B15,2097,2111,2095,2080,2105,2126,2137,2129
