Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2284,2249,2233,2261,2285,2257,2276,2278
B1,2257,2235,2236,2225,2223,2208,2259,2250
B2,2253,2263,2178,2231,2232,2234,2223,2270
B3,2311,2282,2293,3758,2272,2241,2257,2252
B4,2243,2223,2233,2217,2260,2235,2246,2259
B5,2320,2247,2281,2246,2258,2275,2244,2252
B6,2309,2208,2276,2249,2225,3765,2242,2247
B7,2258,2259,2247,2233,2234,2231,2258,2247
B8,2274,369,2240,2259,2262,2251,2249,2260
B9,3566,2237,2258,2227,2279,2211,2271,2250
B10,2246,2240,2229,2239,2225,2216,2229,2232
B11,2280,2327,2265,2283,2283,2237,2258,2263
B12,2316,2285,2249,2260,2271,2257,2239,2279
B13,2260,2234,377,2272,2268,2245,2254,2230
B14,2275,2250,2238,2253,2259,2265,2274,2245
B15,2251,2265,2263,2258,2259,2274,2273,2268
