Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,984,993,940,983,1017,979,974,968
B1,924,922,912,939,912,926,924,940
B2,957,952,927,943,952,950,930,951
B3,1021,1009,1044,1369,989,984,1017,1051
B4,992,956,981,993,980,979,978,1001
B5,968,946,955,965,928,958,950,932
B6,1016,987,1004,999,1003,1345,966,1018
B7,1001,997,962,990,962,1003,986,964
B8,933,429,943,978,956,933,940,972
B9,1205,953,983,967,972,993,979,977
B10,938,949,947,949,946,953,933,940
B11,971,982,975,1025,980,971,960,972
B12,958,935,950,964,951,955,954,969
B13,937,928,439,966,941,941,937,930
B14,965,966,951,967,957,970,974,958
B15,932,948,940,947,951,971,957,957
