Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1943,1913,1916,1923,1949,1929,1953,1933
B1,1910,1895,1872,1876,1872,1873,1917,1910
B2,1929,1934,1849,1861,1912,1883,1883,1958
B3,1952,1893,1972,3732,1929,1888,1926,1871
B4,1906,1881,1886,1883,1905,1900,1903,1942
B5,1973,1908,1960,1938,1916,1942,1930,1915
B6,1947,1859,1916,1905,1891,3745,1882,1928
B7,1914,1923,1894,1918,1893,1886,1922,1905
B8,1938,396,1906,1929,1944,1931,1915,1948
B9,3516,1876,1907,1885,1878,1869,1882,1900
B10,1886,1905,1894,1878,1891,1870,1867,1878
B11,1923,1975,1934,1966,1953,1890,1946,1928
B12,1979,1988,1901,1918,1929,1911,1889,1968
B13,1927,1885,408,1942,1928,1899,1911,1881
B14,1936,1896,1892,1906,1924,1923,1925,1881
B15,1881,1931,1940,1922,1940,1938,1944,1937
