Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1075,1082,1034,1060,1093,1073,1073,1059
B1,1019,1009,1005,1029,1007,1018,1033,1039
B2,1050,1042,1017,1051,1045,1035,1018,1048
B3,1141,1124,1143,1481,1100,1098,1125,1155
B4,1092,1059,1082,1102,1083,1074,1084,1103
B5,1073,1040,1051,1065,1028,1054,1041,1022
B6,1125,1091,1131,1111,1101,1452,1078,1117
B7,1090,1092,1054,1086,1055,1099,1082,1058
B8,1021,421,1014,1051,1039,1017,1019,1045
B9,1313,1043,1069,1056,1060,1076,1065,1072
B10,1020,1021,1027,1031,1025,1030,1010,1018
B11,1056,1064,1055,1091,1057,1051,1043,1049
B12,1042,1024,1035,1055,1036,1044,1041,1048
B13,1024,1020,427,1049,1022,1026,1021,1008
B14,1054,1066,1038,1055,1040,1062,1062,1051
B15,1017,1030,1020,1036,1028,1055,1039,1036
