Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1074,1087,1043,1062,1098,1071,1070,1059
B1,1019,1010,1004,1030,1003,1019,1020,1029
B2,1050,1040,1017,1037,1044,1037,1018,1045
B3,1134,1119,1146,1478,1099,1099,1130,1154
B4,1097,1053,1081,1100,1084,1082,1085,1101
B5,1059,1040,1043,1064,1024,1061,1046,1027
B6,1127,1094,1118,1108,1106,1454,1079,1129
B7,1101,1091,1060,1090,1058,1097,1084,1059
B8,1023,422,1021,1053,1035,1018,1020,1048
B9,1319,1044,1072,1060,1063,1087,1068,1069
B10,1027,1032,1031,1033,1027,1034,1017,1023
B11,1056,1064,1059,1110,1060,1063,1043,1052
B12,1044,1022,1035,1051,1036,1041,1042,1054
B13,1026,1010,429,1051,1025,1027,1020,1011
B14,1047,1051,1036,1056,1047,1059,1056,1048
B15,1018,1027,1026,1035,1029,1057,1039,1042
