Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1733,1693,1692,1686,1748,1724,1736,1717
B1,1684,1676,1658,1665,1647,1659,1685,1693
B2,1697,1716,1614,1641,1694,1651,1665,1727
B3,1715,1677,1751,3696,1714,1656,1699,1619
B4,1693,1655,1666,1666,1686,1702,1676,1721
B5,1757,1682,1757,1715,1692,1731,1697,1677
B6,1714,1627,1696,1669,1680,3701,1681,1691
B7,1696,1706,1682,1689,1671,1653,1709,1681
B8,1716,419,1706,1701,1722,1714,1698,1720
B9,3450,1637,1631,1664,1636,1628,1640,1677
B10,1668,1696,1672,1660,1676,1661,1656,1666
B11,1709,1781,1725,1757,1745,1681,1736,1717
B12,1748,1767,1677,1677,1706,1685,1665,1754
B13,1700,1657,430,1732,1702,1669,1684,1642
B14,1724,1670,1678,1694,1714,1700,1714,1637
B15,1657,1708,1716,1693,1729,1696,1729,1710
