Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1726,1703,1690,1704,1745,1719,1732,1711
B1,1686,1674,1649,1658,1640,1624,1677,1696
B2,1705,1715,1623,1645,1684,1650,1660,1723
B3,1718,1686,1754,3693,1704,1658,1696,1636
B4,1687,1657,1658,1662,1680,1681,1682,1732
B5,1762,1682,1757,1705,1697,1732,1692,1678
B6,1710,1627,1699,1675,1665,3697,1694,1700
B7,1681,1708,1669,1703,1667,1662,1700,1676
B8,1705,418,1697,1708,1715,1712,1697,1696
B9,3449,1640,1644,1660,1629,1635,1657,1672
B10,1665,1694,1687,1657,1677,1660,1642,1672
B11,1712,1779,1725,1767,1746,1677,1744,1716
B12,1749,1779,1669,1688,1699,1674,1671,1773
B13,1699,1656,427,1738,1700,1673,1676,1647
B14,1700,1675,1673,1705,1716,1699,1715,1638
B15,1658,1714,1720,1692,1736,1692,1730,1713
