Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2655,2636,2627,2618,2647,2624,2639,2637
B1,2630,2611,2605,2599,2592,2600,2616,2609
B2,2611,2624,2576,2607,2607,2607,2609,2625
B3,2705,2652,2628,3828,2648,2624,2629,2629
B4,2644,2594,2607,2605,2621,2602,2599,2616
B5,2646,2611,2618,2619,2604,2638,2608,2617
B6,2692,2608,2662,2621,2612,3824,2622,2620
B7,2642,2625,2625,2625,2602,2617,2644,2593
B8,2644,337,2616,2645,2626,2624,2617,2644
B9,3682,2621,2628,2620,2631,2621,2651,2614
B10,2629,2622,2618,2612,2613,2592,2605,2613
B11,2641,2633,2642,2637,2633,2605,2618,2629
B12,2642,2595,2595,2640,2628,2623,2607,2643
B13,2635,2608,338,2603,2623,2612,2615,2608
B14,2650,2628,2625,2624,2617,2634,2638,2614
B15,2633,2630,2625,2616,2621,2620,2637,2642
