Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1850,1828,1814,1824,1870,1848,1867,1837
B1,1823,1813,1783,1790,1777,1789,1826,1819
B2,1828,1869,1770,1796,1831,1804,1800,1862
B3,1853,1822,1884,3726,1833,1790,1825,1783
B4,1802,1778,1789,1795,1819,1822,1815,1850
B5,1889,1823,1872,1834,1835,1868,1845,1814
B6,1846,1758,1827,1791,1803,3731,1799,1842
B7,1816,1876,1822,1834,1806,1792,1853,1818
B8,1858,405,1819,1874,1881,1856,1834,1887
B9,3484,1785,1780,1800,1761,1772,1781,1821
B10,1793,1838,1809,1794,1808,1789,1790,1794
B11,1862,1889,1845,1879,1864,1803,1848,1846
B12,1909,1927,1810,1823,1849,1821,1810,1894
B13,1848,1799,410,1858,1846,1816,1810,1784
B14,1867,1820,1809,1816,1844,1835,1849,1802
B15,1806,1850,1863,1830,1877,1835,1890,1859
