Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,861,880,826,841,897,858,855,851
B1,816,811,802,823,801,814,816,826
B2,839,829,826,828,837,827,812,833
B3,898,871,910,1262,868,852,882,925
B4,870,831,857,861,864,857,855,884
B5,845,834,842,852,821,838,830,825
B6,876,845,862,845,859,1269,847,877
B7,878,874,842,863,838,876,857,845
B8,820,441,827,866,842,811,818,856
B9,1061,826,866,835,849,867,857,850
B10,813,834,834,827,825,826,815,823
B11,849,864,850,893,853,864,835,850
B12,828,825,832,848,827,837,836,851
B13,824,812,461,852,829,819,821,813
B14,851,853,836,854,851,866,858,843
B15,812,830,828,827,832,850,843,842
